id,State,District,Name,Category,Imgae,Description,ByAir,ByTrain,ByRoad
102,Himachal Pradesh,Kinnaur,Kalpa,Adventure,https://cdn.s3waas.gov.in/s348aedb8880cab8c45637abc7493ecddd/uploads/bfi_thumb/2018040412-olw8ir7f10jft90gi0j5ohta90hghoyn334u1yfpu2.jpg ,"Kalpa is situated at an altitude of 2759 m from the sea level, on the old Hindustan Tibet Road at a distance of 260 km from Shimla. Earlier it was the District Headquarter of Kinnaur. It is 14 kms. and half an hourâ€™s drive from District Headquarter Reckong Peo. It has all the characteristics of a heritage village. Kalpa came into prominence in the wake of British Governor General Lord Dalhousieâ€™s visit in th 19th century. The Narayan-Nagani temple is an exemplary of local craftmanship. There are couple of Buddhist monasteries at Kalpa including the Hu-Bu-Ian-Car Gompa, said to be founded it by Rinchensang-Po (950-1055AD).Kalpa is dramatically located close to the foot of 6050 meter high Kinner Kailash. This is the legendary winter home of Shiva. This is a spectacular sight early in the morning as the rising sun touches the snowy peaks with crimson and gold light.","The nearest airport is at Shimla,267 kms. from Kalpa. The airport is connected to many major cities like Delhi, Mumbai, etc. The cabs and taxis are easily available from outside the airport to Kalpa.",Nearest railway station to the village is again Shimla (260 km). It is one of the major stations connecting to several major cities including Delhi. Hire a taxi or take a bus from here for Kalpa.,"The road might be your best pick to reach Kalpa if travelling from a city not that far off. The roads are conveniently built and save the tourists from the hassle for opting more than one mode of transport. The road to Kalpa is populated with beautiful scenic landscape and will thus make this journey an affair you'll always remember. The HRTC (Himachal Road Transport Corporation) have regular bus services from the state Capital Shimla and neighbouring states like Delhi, Punjab, etc. Travellers can also take private owned bus from Delhi to Kalpa. There are several intra-city bus services you can avail from various neighbouring cities within the state. You may take  1)Delhi->Shimla->Rampur -> Kalpa
2) Delhi->Manali-> Kaza->Kalpa"
103,Himachal Pradesh,Kullu,Manikaran,Adventure,https://cdn.s3waas.gov.in/s368d30a9594728bc39aa24be94b319d21/uploads/bfi_thumb/2018042642-olw984ujjza5a85cazgj039bnje8bhpqkp8siwt1u2.jpg ,"Nestling among, sylvan surrounding in Parbati valley, Manikaran is famous for its hot springs. Manikaran at an altitude of 1,829 mt. and 40 kms from Kullu has the finest hot water springs. Probably the most important and most useful is the one on the river bank at the entrance to the village which is always in great activity and is said to rise and fall with the increase and decline of river water. Rocks surrounding the spring are uncomfortably hot, while the temperature of the water is above boiling point. Rice can be cooked if placed in a muslin bag or tied up in cloth and thrown into the hot water pool. The water of the springs is said to be radioactive. It is supposed to be beneficial to sufferers from rheumatism and similar ailments. Due to Raghunathjee and Gurudawara, Manikaran is a favorite resort of pilgrims for Hindus and Sikhs. According to an ancient legend, Manikaran is also connected with Lord Shiva and his divine consort Parvati.","The nearest airport is Kullu-Manali Airport which is 36 km from Manikaran located in Bhunter. Flights are available to and from Delhi, Chandigarh and Jubbar-hatti (Shimla). From Delhi, it takes one & half an hour to reach Kullu-Manali Airport.",The nearest railway station is Joginder Nagar which is 148 Km far on Mandi-Pathankot way is a narrow gauge track. Kiratpur is another railway station 221 Km far on Kullu-Chandigarh highway. Another nearby railway station is Una which is approx. 232 km. from Manikaran,"This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. The State Transport (HRTC â€“ Himachal Road Transport Corporation) operates its well maintained fleet of Super Luxury, Luxury, Super Fast and Ordinary buses to all the major destinations. Privately operated bus service is also available within the state. Hired Taxi service is also available easily."
104,Himachal Pradesh,Kullu,Manali,Adventure,https://cdn.s3waas.gov.in/s368d30a9594728bc39aa24be94b319d21/uploads/bfi_thumb/2018042421-olw97wdzugykdqhmodsvvne6b2jxe7s5jjdf7f5le2.jpg ,"Situated near the end of valley, Manali is one of the most attractive tourist spot not only of Himachal Pradesh, but of International fame also. Manali is synonymous streams and birdsong, forests and orchards and grandees ofÂ snow-capped mountains.","The nearest airport is Kullu-Manali Airport which is 50 km from Manali located in Bhunter. Flights are available to and from Delhi, Chandigarh and Jubbar-hatti (Shimla). From Delhi, it takes one & half an hour to reach Kullu-Manali Airport.",The nearest railway station is Joginder Nagar which is 160 Km far on Mandi-Pathankot way is a narrow gauge track. Kiratpur is another railway station 240 Km far on Kullu-Chandigarh highway. Another nearby railway station is Una which is approx. 300 km. from Kullu.,"This place is very well connected by road from all the major cities of Himachal Pradesh and other neighboring states. The State Transport (HRTC â€“ Himachal Road Transport Corporation) operates its well maintained fleet of Super Luxury, Luxury, Super Fast and Ordinary buses to all the major destinations. Privately operated bus service is also available within the state. Hired Taxi service is also available easily."
105,Himachal Pradesh,Lahaul and spiti,Trilokinath temple,Adventure,https://cdn.s3waas.gov.in/s37647966b7343c29048673252e490f736/uploads/bfi_thumb/2018050494-olw9mknajd1pml6azq57sy385m87k41aw60awxec96.jpg ,"This temple was constructed in the 10thÂ century. It is proved by a stone inscription which was found in the temple complex in 2002 . It is described in this stone inscription that this temple was made by Â DvanjraÂ  Rana which are beloved Â to be ancestors of present â€˜ RanaÂ  ThakursÂ  rulers of Triloknath village . Â They were believed of Â be Â helped by King Shell Varman of Chamba who got this temple constructed in â€˜Shikher styleâ€™ Â as there are â€˜Laxmi Narayanâ€™ Â temple complex of Chamba . King Â Shell Varman Â was the founder of Chamba Â town .
This temple was approximately constructed in the end of Â 9thÂ Â Â centuryÂ  and in the starting of Â 10thÂ century . Major role was also played by Rajgrana of Chamba Mahayogi Â Sidh Charpati Dar ( Charpath Nath ) . Â He Â had unlimited devotion to Bodhisattva Arya Avalokiteshwar and he had composed 25 shlokas in this glory Â which are called â€œ AvalokiteshwarÂ  strotan Chedem â€œ.",Nearest Airport is Bhuntar (218 Km),Nearest Railway Station is Shimla (393 Km),The Rohtang top which is the  gateway to Lahaul valley officially open from April to November 15th i.e. for tourists  only . Triloknath temple is about 45 KM from district Head Quarter Keylong and about 146 KM from Manali. One can reach here by road in the summer season and by helicopter in the winter . Himahcal  Pradesh  Road transport  corporation HRTC runs its buses to & fro from Triloknath . Also large no of taxi are available  in Manali & Kullu  since can be hired .
106,Himachal Pradesh,Lahaul and spiti,Shashur gompa,Adventure,https://cdn.s3waas.gov.in/s37647966b7343c29048673252e490f736/uploads/bfi_thumb/2018040761-olw9mirm5oz4zd91apbynykayuhh4ptu7wpbydh4lm.jpg ,"Shashur Gompa is a small Olde worlde Buddhist shrine of the Drugpa sect built in 16th Century. It is located 2km from the hill-town of Keylong. Surrounded by beautiful blue pine trees, it is perched at 6000 meters above the valley. The Gompa is known for its learning centre as well as its excellent architecture.",Nearest Airport is Bhuntar (171 Km),Nearest Railway Station is Shimla (346 Km),"Located around 5 km from Keylong, it can also be accessed from Manali, which lies at a distance of 120 km."
107,Himachal Pradesh,Lahaul and spiti,Key monastery,Adventure,https://cdn.s3waas.gov.in/s37647966b7343c29048673252e490f736/uploads/bfi_thumb/2018022395-olw9mgvxs0wkc5brloipiz1ds2qqpbmdjnecztjwy2.jpg ,"Overlooking Kaza from a height of about 13,500 ft, the Kye monastery is the largest in the valley and holds a powerful sway over the most populous part of the valley around Kaza. The gompa is an irregular heap of low rooms and narrow corridors on a monolithic conical hill. From a distance is resembles the Thiksey monastery near Leh in Ladakh. The irregular prayer chambers are interconnected by dark passages, tortuous staircases and small doors.
Hundreds of lamas receive their religious training in the monastery. It is also known for its beautiful murals, thankas, rare manuscripts, stucco images and peculiar wind instruments that form part of the orchestra whenever Chham is enacted in the gompa in summer. Another interesting aspect of the gompa is its collection of weapons which may have been used to ward off marauders as also to maintain its control over people betraying a church-militant character.",Nearest Airport is Shimla (341 Km),Nearest Railway Station is Shimla (341 Km),via Kinnaur district
108,Himachal Pradesh,Mandi,Sundernagar,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018092450-olw6zrnb7x9kmgvvl8uutdcj7jig74nxix89d7ytu2.jpg ,"Sundernagar is located in Mandi District. The waters of Beas-Sutlej Project have given it a man-made lake. The temple of Mahamaya and Sukhdev Vatika on the nearby hill are other attractions. The beautiful town of Sundernagar is known for its shady walks amidst towering trees.The town is famous for its temples with the Mahamaya Temple being the prominent among them. Perched at an altitude of 1,174 meters, Sundernagar is noted for its shady walks amid towering trees. Sukhdev Vatika is a beautiful garden here. It is also home to Asiaâ€™s biggest Hydel Project â€“ the Beas-Stulej hydro-electric project, irrigating nearly one-fourth of the northern plains of India,has brought unprecedented prosperity to Sudernagar. The Beas-Sutlej link colony is the biggest colony in Himachal Pradesh.",The nearest airport is Bhuntar about 90-km from Sundernagar.,"The broad gauge railhead is at Pathankot, a distance of 210-km. From Pathankot the narrow gauge railway connects Joginder Nagar, which is 80-km from Sundernagar.","25 kms from Mandi is well connected by road to other places. The main bus stand is just above an open playing field, where the National Highway- 21 continues along the left bank of river to Pandoh."
109,Himachal Pradesh,Mandi,"Aadi purkha temple, tihri â€“ uttarsal mandi",Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018090130-olw6zprmu96zz8ylw81lodtm0rrprqggunxaeo1m6i.jpg ,"The Aadi Purkha Temple of Uttarsal Mandi is another temple dedicated to Lord Brahma in Himachal Pradesh. The temple is located right across the Parashar Hill in Tihri Village in the North West direction. On a bright sunny day, the rest houses at top the Parashar Hill are clearly visible from the Tihri Village.It is believed that once both the Tihri and Khokhan Villages belonged to Kullu Riyasat and natives from both the villages worshiped the Khokhan Brahma. However, a territorial dispute aroused between Mandi and Kullu and resulted in separation of these two villages. The Tihri natives decided to have their own Aadi Brahma Temple and they named it Aadi Purkha Temple. The new temple shares not only its name with the Khokhan Temple but also the architectural style.
At the time of separation, some of the idols and images from the Khokhan Temple were shifted to the Tihri Temple and at the time of the installation, it was decided to name this temple as Aadi Purkha Temple of Tihri â€“ Uttarsal.The pagoda structure of Adi Purkha is interesting for its imposing and well-intentioned arrangement of the three tiers and the formal harmony of the entire structure. The Aadi Brahma takes part in the Kullu Dusshehra Festival where as the Aadi Purkha graces the Mandi Shivratri along with the Pashakot and Hurang Narayan Deities from the Chuhar Valley.","The nearest Airport is at a distance of about 24Kilometers situated at bhuntar in District Kullu, HP.",The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 80 Kilometers.,"Tihri Village can be approached either from Mandi â€“ Parashar road( 49Km) or from Bajaura(89.5Km) . A right diversion from Bajaura towards Chandigarh takes you to the Tihri Village. This road is a single lane road for any major traffic. There are no petrol pumps on this road so you must get your vehicles fueled at Bajaura itself. The road meets the Parashar Mandi road near Baagi Bridge. Here from you can either go to Mandi or head towards another ancient  wooden wonder of Himachal, the Parashar Lake."
110,Himachal Pradesh,Mandi,Devidarh,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018080938-olw6zm0a2x1uot42i6f3eerrn8a8wy1ji5bchk76ve.jpg ,"The place is endowed with breath taking natural beauty having lush green fields, meadows and dense deodar forest. The place is situated at an altitude of 7800 feet and is the last village in the Jiuni valley. Temple of Mata Mundsan is situated here. Devidarh is on the trek route Janjhali- Shikri Devi- Devidarh- Kamrunag. Tourist can stay in the forest rest house at Devidarh.","The nearest Airport is at a distance of about 94 Kilometers situated at bhuntar in District Kullu, HP.",The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 111 Kilometers.,Devidarh is accessible by road from Mandi -Dadour-Devidarh 55Kms (by road) .
111,Himachal Pradesh,Mandi,Kamrunag lake,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018080956-olw6zm0a2x1uot42i6f3eerrn8a8wy1ji5bchk76ve.jpg ,"KAMRUNAG Situated at a height of 3,334 Mtr. Kamrunag is known for the lake and the temple besides the lake. View of Dhauladhar Range and Balh Valley adds to the scenic beauty of the spot where the lake and pent roof temple of Dev Kamrunag is surrounded by thick forests of deodar. As per tradition, Kamrunag is the King Yaksha of Mahabharta and was worshiped by Pandavas. There is a tradition of offering gold, silver and coins in the lake by devotees on the fulfillment of their wishes by Dev Kamrunag. It is not possible to estimate the quantity of gold ,silver and coins of other metal that lie at the bottom of the lake. For nature lovers, visit to Kamrunag is a visit to paradise. It takes 3 to 4 hours to complete the on foot journey from Rohanda to Kamrunag on a steep mountain path of about 6 Km.","The nearest Airport is at a distance of about 104 Kilometers situated at bhuntar in District Kullu, HP.",The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 101 Kilometers.,"Kamrunag Lake is accessible by road from Sundernagar-Rohanda 35 Kms (by road)  and after that Rohanda-Kamrunag 6 Kms (on foot journey)
MANDI TO ROHANDA IS 47 Kms."
112,Himachal Pradesh,Mandi,Barot,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018050377-olw6z29o3eatwzwqpfvxg1r364zjfav6ffm5er0gi2.png ,"Situated at a height of 1835 meter Barot is a beautiful place on the bank of river Uhl. It is famous for its Trout Fish Farm. It is being operated by Fisheries Department and Angling Meet is organized every year. The reservoir of Shanan power project built by Britishers is located here and adds to the scenic beauty of Barot. Barot is also the Gateway to the Nargu Wildlife Sanctuary spread over area of 278 sq. kms. It is the home of Monal, Wild Cats, Monkeys and the Black Bear. Brot is also the base for trek routes to Kullu & Kangra Valleys. This area is also famous for vegetables and pulse production. It has beautiful sceneries all around which attracts everyone. Thousands of tourists visit this place every year.","The nearest Airport is at a distance of about 114 Kilometers situated at Gaggal in District Kangra, HP. Another nearest airport is at a distance of about 123 Kilometers situated at Bhuntar in District Kullu, HP.",The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 40 Kilometers.,The Barot is accessible by road from Ghatasani on Pathankot - Mandi National Highway.
113,Himachal Pradesh,Mandi,Rewalsar,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018050336-olw6yyibc25omk27be9f62p8sli2kig92x07hn616y.png ,"Rewalsar is an important religious places for Hindus, Sikhs and Buddhists alike. The natural lake at Rewalsar is famous for its floating reed islands and fishes. Hindu, Buddhist and Sikh shrines exist along the periphery of Lake. Legend has it that the great teacher and scholar Padmasambhava used his enormous powers to take flight to Tibet from Rewalsar. It is believed that tiny islands of floating reed in Rewalser Lake have the spirit of Padamasabhava embodied in it. An imposing statue of Padamsambhava is also built in Rewalsar. At this place Sage Lomas is believed to have performed his penance to appease Lord Shiva. The Gurudwara Shri Rewalsar Sahib is associated with the tenth Guru, Guru Gobind Singh ji who called upon Pahari Rajas to be united in his fight against Mughals. People of all religion come to Rewalsar for a Holy bath on Baisakhi. There are three Buddhist monasteries at Rewalsar. It has a Gurudwara that was built in 1930 by Raja Joginder Sen of Mandi. There are Hindu temples which are dedicated to Lord Krishna, Lord Shiva and sage Lomas alongside the lake. Naina Devi Ji Temple: Situated at a distance of 10 Km from Rewalsar, a temple of Naina Mata exist on a hill top. It is believed that eye of Sati fell on the place and a temple of Naina Devi was built on this sacred place. Devotees from all corners of the State visit the temple throughout the year. The place is surrounded by pine trees and presents a panoramic view of Balh & Sarkaghat Valleys. People also love to trek to this place from Rewalsar. On way to Naina Devi temple we come across another lake known as Kunt Bhayo named after Kunti, the mother of Pandavas. It is said that Arjun created the lake to quench the thrist of his mother. There exist six other lakes of legend locally known as â€œSarâ€ in this area. Most of the water in these lakes is collected during the rainy season.",The nearest Airport is at a distance of about 84 Kilometers situated at Bhuntar in District Kullu.,The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 78 Kilometers.,The Rewalsar is accessible by road from District Head Quarter Mandi about 24 Kilometers.
114,Himachal Pradesh,Mandi,Prashar,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018050317-olw6yxkh584eay3kgvuslkxs77mpctciqscq0d7fd6.png ,"Located at an altitude of 2730 mtr. Prashar is known for Prashar lake, sloppy meadows, dense forest and the panoramic view of snow clad ranges of Dhauladhar. The â€œPrashar Lakeâ€ which has perimeter of about 300 mtr. is decorated by a floating island in it. Its crystal clear water adds to the charm of this scenic spot. Traditionally, it is believed that the lake was formed as result of striking of rod (Gurj) by Rishi Prashar and water came out and took shape of the lake. An ancient Pagoda style temple dedicated to the Rishi Prashar, the patron God of Mandi region, stands besides the lake. The temple has been constructed by the King Ban Sen in 13-14th century with the Rishi being present in the form of a Pindi (stone). It is also said that the whole temple was built by using single deodar tree and it took 12 years to complete the temple construction. A walk around the lake gives a mystical experience of calmness of the surroundings. A visit to Parashar is a perfect blend of spiritual journey and exploring into the serene and beautiful Himalayan mountains. Several camping sites are also located here and it is the base for numerous easy & hard treks.People from Mandi and other adjoining Districts visit the place for worshiping Prashar Rishi and believe that their wishes shall be fulfilled by blessings of the Rishi. In the month of June â€œSaranauhaliâ€ fair takes place which is attended by large number of locals from Mandi and Kullu Districts. A forest Rest House, HPPWD Rest House and Sarain of temple committee are available for night stay.",The nearest Airport is at a distance of about 65 Kilometers situated at Bhuntar in District Kullu.,The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 88 Kilometers.,The Prashar is accessible by road from District Head Quarter Mandi about 50 Kilometers.
115,Himachal Pradesh,Mandi,Janjehli - shikari devi temple,Natural ,https://cdn.s3waas.gov.in/s308c5433a60135c32e34f46a71175850c/uploads/bfi_thumb/2018050343-1-olw6yzg5iw6yy60u5wo1qkgpdzdfs7jzf1noyx4n0q.png ,"Shikari Devi temple is about 18 Kms from Janjehli and connected by a jeepable Forest road. It is situated at an altitude of 3359 Mtr. Thick forests on the way to Shikari peak are amazing. Being the highest peak of Mandi District it is also called Crown of Mandi. Vast green pastures, captivating sunrise and sunset, panoramic view of snow ranges make this place favorite to nature lovers. The place receives a lot of snow during winters. The place can be approached from Karsog which is just 21 Kms from Shikari Devi. On the Shikari peak, there is a roofless temple of Shikari Devi, the Goddess of hunters and this temple is said to be established (Sathapit) by Pandavas. It is said that sage Markanday also meditated at this place for number of years. It has been observed that despite the fact that temple has no roof, no snow is spotted in temple premises during winters when the entire region around this temple is covered upto several feet by snow. Visitors can trek to Chindi, Karsog, Janjehli through different trek routes from Shikari. Adventurists can visit Kamrunag by undertaking a day long journey of 16 Kms by trekking the vast spread pastures on this hill top route with breathtaking scenic beauty and perfect calmness.",The nearest Airport is at a distance of about 118 Kilometers situated at Bhuntar in District Kullu.,The nearest Rail Link is Narrow Gauge line at Joginder Nagar situated at a distance of about 152 Kilometers.,The janjehli is accessible by road from Nerchowk on Chaandigarh-Manali National Highway.
116,Himachal Pradesh,Shimla,Advance study,Historic,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/bfi_thumb/2018042518-olwc09lllmcs2sp8lrms4bm1s7uvaq8cob3vz2c8zu.jpg ,"The Indian Institute of Advanced Study (IIAS) is a research institute based in Shimla, India. It was set up by the Ministry of Education, Government of India in 1964 and it started functioning from 20 October 1965.",,,Vice regal Lodge is at a distance of 3 kilometers walking distance from Mall road via Chaura Maidan in partially restricted road reason being HRTC Taxi service are also there to reach Vice regal Lodge (IIAS). Another option is to take a bus from bus stand to Boileauganj from where you have to walk a liitle to reach IIAS.
117,Himachal Pradesh,Shimla,Kufri-shimla,Natural ,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/bfi_thumb/2018042553-olwc09lllmcs2sp8lrms4bm1s7uvaq8cob3vz2c8zu.png ,Kufri is a small hill station in Shimla district of Himachal Pradesh state in India. It is located 20 km from the state capital Shimla on the National Highway No.22. The name Kufri is derived from the word kufr meaning â€œlakeâ€ in the local language.,,,"Kufri is very close to Shimla, itâ€™s just 20 km away. You may take a cab from old bus stand or ISBT, Shimla or you can take Himachal Transportâ€™s bus from Lakkar Bazar bus stand which is frequent. Lakkar bazar bus stand is around 1.5 km from Old bus stand."
118,Himachal Pradesh,Shimla,Shimla city,Others,https://cdn.s3waas.gov.in/s3b534ba68236ba543ae44b22bd110a1d6/uploads/bfi_thumb/2018031245-olwbzwfuxxurk98cqly05exlgtnqays3yhz396vrey.jpg ,"Shimla District lies between the longitude 77o-0â€³ and 78o-19â€³ east and latitude 30o-45â€³ and 31o-44â€³ north. It is bounded by Mandi and Kullu in the north, Kinnaur in the east, the state of Uttaranchal in the south, Sirmaur, district in the west. The elevation of the district ranges from 300 to 6000 metres. The topology of the district is rugged and tough. Shimla district derives its name from Shimla town which was once a small village. Shimla district in its present form came into existence from 1st Sept,1972 on the reorganisation of the districts of the state.",,,Shimla is connected by road to all the major towns. Some roads are restricted and some are approached by walking only
119,Himachal Pradesh,Sirmaur,Churdhar,Others,https://cdn.s3waas.gov.in/s37f100b7b36092fb9b06dfb4fac360931/uploads/bfi_thumb/2018040552-olw9qxmc8p0lhguaj3zwvch7cyqi9kch5qye24xle2.jpg ,"THE enchanting Churdhar peak in Sirmaur is one of the highest Peak of Shivalik ranges at a height of 11965 feet. Churdhar, commonly known as Churichandni (Bangle of Snow), is blessed with some of the most spectacular and beautiful landscapes in this region. The view from the summit embraces a vast panorama of lowland tracts towards the south and snow-capped ranges, including the peaks of Badrinath and Kedarnath in the Garhwal region, towards the north.A wealth of herbs and beautiful alpine flora cover these Himalayan slopes. Walking through the wildlife sanctuary, one spots the spectacular monal, Himachalâ€™s state bird, along with koklass and kaleej pheasants. The canine-toothed musk deer and the endangered Himalayan black bear inhabit the higher forests.Below the summit is the deodar-roofed, single-storey, square temple of Srigul with a lingam, dedicated to Shiva (Chooreshwar Mahadev). Pilgrims sing and dance at night during the Navratras fair in this ancient temple.Trekkers tread over small glaciers on their way to the wind-blown Churdhar summit, which has moderate to heavy snowfall (average of 33 feet snow). Often the Srigul temple gets buried under it.A view of the rainbow emerging on the horizon after the rain, is a memorable sight. The multi-coloured rays streaming out of the cloud cover, make the sky look like a huge chandelier.",The nearest airports are at Chandigarh and Dehradun. Taxis/buses are available for Nohradhar at all places,"The starting point is the capital of India, New Delhi and from here one can travel up to Chandigarh ( 250 Kms) or Kalka (280 Kms) by rail. Taxis/buses are available for Nohradhar at all places","There are buses and taxis available at Chopal to reach Sarain, the starting point of the Churdhar trek. If you are coming from Delhi, hit the national highway 1 (NH1) to reach Ambala, and from there take the NH 22 to reach Shimla. Follow NH 22 that goes to Kinnaur from Shimla thorugh Sanjauli and Dhali up to Theog. Reaching Theog, hit the state road that leads you to Chopal via Sainj, Deha, and Khirki. And, from Chopal, you need to follow the way that is going to Nerwa, and then follow the link road to Sarain after nearly 7 km."
120,Himachal Pradesh,Sirmaur,Renuka ji,Religious,https://cdn.s3waas.gov.in/s37f100b7b36092fb9b06dfb4fac360931/uploads/bfi_thumb/2018022667-olw9qtuzhcvg70zr52deldfczf91erxjt8cg51362y.jpg ,"Renuka lake is situated in the Sirmour district of Himachal Pradesh in India and it is 672 m above the sea level.Renuka Lake is located at a distance of 37 km from Nahan and 60 km from Paonta Sahib covering an area of 2.5 km.
Situated amidst lush green forests of Indian Himalayas, the surroundings of the Lake offers an excellent venue to tourists for the adventure sports like trekking and mountaineering.On the turf of Renuka Lake boating and fishing is also allowed by the travel & tourism department of Himachal Pradesh.The surrounding hills of Renuka Lake supports variety of plant and animal life. By seeing the abundance availability of wild life in the region, the state government of Himachal Pradesh has constructed a mini Zoo.There are variety of species kept in the zoo for public viewing, some of them are Himalayan black beer, spotted deer, barking beer and many more other distinct species. Apart from the natureâ€™s splendor, it has holistic values too. One of the popular temple of Himachal Pradesh, Renukaji is situated on the bank of this lake.Tourists flock to the destinations across the world to indulge in adventure sports and sightseeing.",The nearest airports are at Chandigarh and Dehradun. Taxis/buses are available for Renukaji at all places,"The starting point is the capital of India, New Delhi and from here one can travel up to Chandigarh ( 250 Kms) or Kalka (280 Kms) by rail. Taxis/buses are available for Renukaji at all places",Renukaji is connected by road. It is 315 km from Delhi. The nearest rail head is at Ambala (95 km) Dehradun (105km) and Chandigarh (95 km).  Taxis/buses are available for Renukaji at all places
121,Himachal Pradesh,Sirmaur,Paonta sahib,Religious,https://cdn.s3waas.gov.in/s37f100b7b36092fb9b06dfb4fac360931/uploads/bfi_thumb/2018022668-olw9qtuzhcvg70zr52deldfczf91erxjt8cg51362y.jpg ,"Gurudwara Paonta Sahib, is a noted Gurudwara in Paonta Sahib, District of Sirmour, Himachal Pradesh.","The nearest airport is at Joligrant Dehradun, 61 kms. from Paonta Sahib,","The nearest railhead is at Dehradun, 45 Kms from Paonta Sahib",45 Kms from Dehradun and 180 Kms from Chandigarh
122,Himachal Pradesh,Solan,Kasauli,Religious,https://cdn.s3waas.gov.in/s3e2230b853516e7b05d79744fbd4c9c13/uploads/bfi_thumb/2018040975-olwcwct8x0a6fk3884z9qq3juroz2qmgr4vms4rekq.jpg ,"This small hill station seems to live in time warp that belongs to the 19th century. The narrow roads of Kasauli (1951m) slither up and down the hillside and offer some magnificent vistas. Directly below is the spread of vast plains of Punjab and Haryana which as darkness falls, unroll a gorgeous carpet of twinkling lights. Places to visit in Kasauli are The Monkey Point,Baba Balak Nath Temple, Shirdi Sai Baba Temple,Chirst and Baptist church and Lawrence School.",Nearest Airport  Chandigarh,"Nearest Railway Station Dharmpur,  Solan",You can easily get regular buses to Kasauli from other major cities.
123,Himachal Pradesh,Solan,Solan,Religious,https://cdn.s3waas.gov.in/s3e2230b853516e7b05d79744fbd4c9c13/uploads/bfi_thumb/2018040998-olwcwdr33ubgr61v2ndwb7v0g5kcafq739j49eq0ei.jpg ,"Solan is the headquarters of Solan district. The district derives its name from Solan town which came into existence after the construction of the cantonment here around last quarter of the 19th Century. The Mohan Meakins brewery was set up after the establishment of the cantonment here. The brewery was set up in the year 1855. The town has been headquarters of the princely Baghat State. The word Baghat is derived from Bau or Bahu said to be a hilly term meaning â€œmanyâ€ and ghat meaning pass. Initially the state headquarters of the Baghat State was located at Bhoch in the Bhuchali pargana, but the headquarters of the state was shifted to Solan after the construction of cantonment over here. The railway line became functional 100 years before i.e. in 1902.",Nearest Airport  Chandigarh,Nearest Railway Station  Solan,You can easily get regular buses to Solan  from other major cities.
